Model,MOY,Age,Mileage,Engine_Capacity,Fuel_Type,Transmission,Price
HIACE,2007,16,176450,3000,DIESEL,AUTOMATIC,11500000
HIACE,2007,16,175000,2490,DIESEL,AUTOMATIC,11500000
HIACE,2007,16,80000,2500,PETROL,AUTOMATIC,11500000
RAIZE,2019,4,37000,1000,PETROL,AUTOMATIC,11500000
LAND CRUISER PRADO,2004,19,321524,2700,PETROL,MANUAL,11500000
HIACE,2007,16,125000,3000,DIESEL,AUTOMATIC,11500000
LAND CRUISER,1994,29,270000,4200,DIESEL,AUTOMATIC,11500000
LAND CRUISER,1992,31,0,3500,DIESEL,MANUAL,11500000
HIACE,2015,8,45000,2700,PETROL,AUTOMATIC,11500000
HIACE,2010,13,44331,2660,DIESEL,AUTOMATIC,11500000
CHR,2017,6,67000,1200,PETROL,AUTOMATIC,11500000
HIACE,2011,12,64468,2500,DIESEL,AUTOMATIC,11500000
PREMIO,2015,8,110000,1500,PETROL,AUTOMATIC,11500000
HIACE,2010,13,210000,3000,DIESEL,AUTOMATIC,11500000
HIACE,2010,13,210000,3000,DIESEL,AUTOMATIC,11500000
PREMIO,2015,8,110000,1500,DIESEL,MANUAL,11500000
HIACE,2011,12,64468,2500,DIESEL,AUTOMATIC,11500000
RAIZE,2019,4,36000,1000,PETROL,AUTOMATIC,11450000
HIACE,2007,16,150000,2955,DIESEL,MANUAL,11450000
HIACE,2006,17,178000,2955,DIESEL,AUTOMATIC,11450000
HIACE,2007,16,180000,2500,DIESEL,AUTOMATIC,11400000
HIACE,2007,16,180000,2500,DIESEL,AUTOMATIC,11400000
HIACE,2007,16,180000,2500,DIESEL,AUTOMATIC,11400000
HIACE,2007,16,180000,2500,DIESEL,AUTOMATIC,11400000
HIACE,2007,16,180000,2500,PETROL,AUTOMATIC,11400000
LAND CRUISER PRADO,2003,20,143000,3000,PETROL,AUTOMATIC,11350000
HIACE,2007,16,177000,2980,DIESEL,AUTOMATIC,11350000
CHR,2017,6,33000,1200,PETROL,AUTOMATIC,11300000
LAND CRUISER PRADO,2005,18,200000,2700,PETROL,MANUAL,11300000
HIACE,2008,15,108000,2500,PETROL,AUTOMATIC,11300000
CHR,2017,6,77000,1200,PETROL,AUTOMATIC,11300000
HIACE,2011,12,122521,2900,DIESEL,AUTOMATIC,11300000
HIACE,2012,11,150000,2580,DIESEL,AUTOMATIC,11300000
HIACE,2012,11,150000,2580,DIESEL,AUTOMATIC,11300000
HIACE,2011,12,122521,2900,DIESEL,AUTOMATIC,11300000
CHR,2017,6,77000,1200,PETROL,AUTOMATIC,11300000
CHR,2017,6,77000,1200,DIESEL,MANUAL,11300000
HIACE,2007,16,169000,3000,DIESEL,AUTOMATIC,11290000
CHR,2017,6,134759,1200,PETROL,AUTOMATIC,11250000
CHR,2017,6,134759,1200,DIESEL,MANUAL,11250000
CHR,2017,6,80000,1200,PETROL,AUTOMATIC,11200000
CHR,2017,6,147000,1200,PETROL,AUTOMATIC,11200000
FORTUNER,2010,13,101800,2700,PETROL,AUTOMATIC,11200000
PREMIO,2015,8,92000,1500,PETROL,AUTOMATIC,11200000
AXIO,2017,6,89000,1500,PETROL,AUTOMATIC,11200000
CHR,2017,6,147000,1200,PETROL,AUTOMATIC,11200000
PREMIO,2015,8,92000,1500,PETROL,MANUAL,11200000
FORTUNER,2010,13,101800,2700,PETROL,MANUAL,11200000
CHR,2017,6,147000,1200,DIESEL,MANUAL,11200000
CHR,2017,6,95000,1200,PETROL,AUTOMATIC,11150000
HIACE,2012,11,65000,2500,PETROL,AUTOMATIC,11100000
LAND CRUISER PRADO,1997,26,321525,2990,DIESEL,MANUAL,11000000
HIACE,2007,16,98740,1890,DIESEL,AUTOMATIC,11000000
LAND CRUISER PRADO,2003,20,112666,3400,PETROL,AUTOMATIC,11000000
PREMIO,2015,8,90000,1500,PETROL,AUTOMATIC,11000000
LAND CRUISER PRADO,2003,20,235000,2800,DIESEL,MANUAL,11000000
PREMIO,2015,8,1550,1550,PETROL,AUTOMATIC,11000000
AXIO,2017,6,49000,1500,PETROL,AUTOMATIC,11000000
HIACE,2014,9,154000,1990,PETROL,AUTOMATIC,11000000
HIACE,2011,12,50000,2700,DIESEL,AUTOMATIC,11000000
HIACE,2007,16,197000,2450,DIESEL,AUTOMATIC,11000000
HIACE,2008,15,180000,2000,DIESEL,AUTOMATIC,11000000
HIACE,2008,15,123500,2660,DIESEL,AUTOMATIC,11000000
HIACE,2014,9,154000,1990,PETROL,AUTOMATIC,11000000
RAIZE,2019,4,76000,1000,PETROL,AUTOMATIC,11000000
HIACE,2007,16,30000,2000,DIESEL,MANUAL,10975000
PREMIO,2014,9,97524,1360,PETROL,MANUAL,10900000
HIACE,2006,17,192857,2500,DIESEL,AUTOMATIC,10900000
CHR,2017,6,57000,1200,PETROL,TIPTRONIC,10890000
HIACE,2008,15,47300,2200,DIESEL,AUTOMATIC,10850000
HIACE,2009,14,195000,2500,PETROL,AUTOMATIC,10850000
HIACE,2014,9,10000,1700,PETROL,AUTOMATIC,10800000
PRIUS,2016,7,112000,1800,PETROL,AUTOMATIC,10800000
PREMIO,2014,9,60000,1500,DIESEL,MANUAL,10800000
CHR,2016,7,11000,1200,PETROL,AUTOMATIC,10800000
CHR,2016,7,11000,1200,PETROL,AUTOMATIC,10800000
PREMIO,2014,9,60000,1500,PETROL,AUTOMATIC,10800000
CHR,2017,6,46000,1200,PETROL,AUTOMATIC,10790000
PREMIO,2015,8,124009,1500,PETROL,AUTOMATIC,10775000
PREMIO,2009,14,321342,1500,PETROL,AUTOMATIC,10735000
PREMIO,2009,14,321342,1500,DIESEL,MANUAL,10735000
FORTUNER,2009,14,99000,2800,PETROL,AUTOMATIC,10700000
LAND CRUISER PRADO,2003,20,32154,2700,PETROL,MANUAL,10700000
HIACE,2007,16,150000,2955,PETROL,MANUAL,10700000
CHR,2017,6,81000,1200,PETROL,AUTOMATIC,10700000
PREMIO,2014,9,117000,1490,PETROL,AUTOMATIC,10700000
PREMIO,2013,10,65000,1500,PETROL,AUTOMATIC,10700000
HIACE,2006,17,342000,2490,DIESEL,AUTOMATIC,10650000
AXIO,2017,6,86475,1500,PETROL,AUTOMATIC,10600000
HIACE,2006,17,173000,3000,DIESEL,AUTOMATIC,10600000
AXIO,2018,5,72000,1496,PETROL,AUTOMATIC,10600000
AXIO,2018,5,72000,1496,PETROL,AUTOMATIC,10600000
PREMIO,2014,9,99000,1500,PETROL,AUTOMATIC,10590000
CHR,2017,6,59800,1500,PETROL,AUTOMATIC,10575000
PREMIO,2014,9,115000,1500,PETROL,AUTOMATIC,10575000
PREMIO,2014,9,115000,1500,PETROL,MANUAL,10575000
HIACE,2008,15,130000,3000,DIESEL,AUTOMATIC,10500000
HIACE,2013,10,107000,1990,PETROL,AUTOMATIC,10500000
HIACE,2015,8,200000,2980,DIESEL,MANUAL,10500000
HIACE,2013,10,138595,2000,DIESEL,AUTOMATIC,10500000
HIACE,2009,14,171939,2980,DIESEL,AUTOMATIC,10500000
HIACE,2008,15,148000,3000,DIESEL,AUTOMATIC,10500000
HIACE,2009,14,176000,2500,DIESEL,MANUAL,10500000
AXIO,2017,6,55000,2000,HYBRID,AUTOMATIC,10500000
PRIUS,2016,7,74512,1500,HYBRID,AUTOMATIC,10500000
HIACE,2012,11,250000,3000,DIESEL,AUTOMATIC,10500000
HIACE,2012,11,250000,3000,DIESEL,AUTOMATIC,10500000
HIACE,2013,10,120000,1990,DIESEL,AUTOMATIC,10500000
HIACE,2006,17,65900,2500,DIESEL,AUTOMATIC,10500000
AXIO,2020,3,81000,1500,PETROL,AUTOMATIC,10500000
AXIO,2016,7,173586,1500,HYBRID,AUTOMATIC,10500000
AXIO,2015,8,69750,1500,HYBRID,AUTOMATIC,10500000
AXIO,2015,8,69750,1500,HYBRID,AUTOMATIC,10500000
AXIO,2016,7,173586,1500,HYBRID,AUTOMATIC,10500000
AXIO,2020,3,81000,1500,PETROL,AUTOMATIC,10500000
PREMIO,2015,8,98000,1500,PETROL,AUTOMATIC,10500000
HIACE,2013,10,120000,1990,PETROL,AUTOMATIC,10500000
HIACE,2006,17,65900,2500,HYBRID,AUTOMATIC,10500000
PREMIO,2015,8,98000,1500,DIESEL,MANUAL,10500000
HIACE,2006,17,98400,2000,DIESEL,AUTOMATIC,10375000
HIACE,2006,17,98400,2000,HYBRID,AUTOMATIC,10375000
HIACE,2010,13,160000,2500,DIESEL,MANUAL,10350000
HIACE,2011,12,246000,2800,DIESEL,MANUAL,10350000
HIACE,2006,17,210200,2490,PETROL,AUTOMATIC,10350000
LAND CRUISER PRADO,2003,20,128000,2700,PETROL,AUTOMATIC,10350000
HIACE,2011,12,240000,2800,DIESEL,MANUAL,10350000
AXIO,2017,6,106000,1500,HYBRID,AUTOMATIC,10350000
AXIO,2017,6,106000,1500,HYBRID,AUTOMATIC,10350000
HIACE,2011,12,240000,2800,PETROL,AUTOMATIC,10350000
PREMIO,2013,10,96890,1500,PETROL,AUTOMATIC,10200000
PREMIO,2013,10,96890,1500,PETROL,AUTOMATIC,10200000
AXIO,2017,6,110000,1500,HYBRID,AUTOMATIC,10190000
AXIO,2017,6,110000,1500,HYBRID,AUTOMATIC,10190000
VOXY,2014,9,125000,850,PETROL,AUTOMATIC,10180000
AXIO,2017,6,492000,1500,PETROL,AUTOMATIC,10150000
AXIO,2017,6,101000,1500,PETROL,AUTOMATIC,10100000
LAND CRUISER PRADO,1997,26,295000,3000,DIESEL,MANUAL,10000000
HIACE,2007,16,186000,3000,DIESEL,AUTOMATIC,10000000
HIACE,2006,17,190000,2500,DIESEL,AUTOMATIC,10000000
HIACE,2007,16,220000,2999,DIESEL,AUTOMATIC,10000000
PREMIO,2014,9,160000,1550,PETROL,AUTOMATIC,10000000
CHR,2017,6,87000,1550,PETROL,AUTOMATIC,10000000
HIACE,2006,17,263450,2490,DIESEL,AUTOMATIC,10000000
LAND CRUISER PRADO,2004,19,150000,2700,PETROL,MANUAL,10000000
HIACE,2007,16,114000,1990,PETROL,AUTOMATIC,10000000
LAND CRUISER PRADO,2004,19,150000,2700,PETROL,MANUAL,10000000
HIACE,2006,17,263450,2490,HYBRID,AUTOMATIC,10000000
HIACE,2007,16,114000,1990,DIESEL,AUTOMATIC,10000000
PREMIO,2013,10,123000,1500,PETROL,AUTOMATIC,9990000
LAND CRUISER PRADO,1991,32,228000,4200,DIESEL,MANUAL,9985000
AXIO,2017,6,92000,1500,HYBRID,AUTOMATIC,9985000
AXIO,2017,6,92000,1500,HYBRID,AUTOMATIC,9985000
HIACE,2007,16,249000,2500,DIESEL,AUTOMATIC,9975000
AXIO,2016,7,52000,1500,HYBRID,AUTOMATIC,9950000
ALLION,2014,9,129000,1500,PETROL,AUTOMATIC,9950000
HIACE,2007,16,89561,2490,DIESEL,MANUAL,9950000
HIACE,2007,16,89561,2490,PETROL,TIPTRONIC,9950000
ALLION,2014,9,129000,1500,PETROL,AUTOMATIC,9950000
LAND CRUISER,1991,32,60000,4200,DIESEL,MANUAL,9900000
AXIO,2015,8,32000,1500,PETROL,AUTOMATIC,9900000
LAND CRUISER,1991,32,60000,4200,PETROL,MANUAL,9900000
AXIO,2015,8,32000,1500,PETROL,AUTOMATIC,9900000
HILUX,2011,12,146000,2500,DIESEL,MANUAL,9875000
HIACE,2006,17,20000,2500,DIESEL,MANUAL,9850000
PREMIO,2014,9,90000,1200,HYBRID,AUTOMATIC,9850000
HILUX,2012,11,268000,2900,DIESEL,MANUAL,9850000
PREMIO,2014,9,63000,1500,PETROL,AUTOMATIC,9800000
HIACE,2007,16,168000,3000,DIESEL,AUTOMATIC,9800000
AXIO,2017,6,73000,1490,PETROL,AUTOMATIC,9800000
HIACE,2006,17,400000,2500,DIESEL,AUTOMATIC,9800000
HILUX,2007,16,150000,3000,DIESEL,AUTOMATIC,9800000
PREMIO,2013,10,134000,1500,PETROL,AUTOMATIC,9800000
PREMIO,2012,11,69000,1500,PETROL,AUTOMATIC,9800000
AXIO,2016,7,78000,1500,HYBRID,AUTOMATIC,9800000
LAND CRUISER PRADO,1997,26,220000,2446,DIESEL,MANUAL,9800000
AXIO,2016,7,78000,1500,HYBRID,AUTOMATIC,9800000
PREMIO,2012,11,69000,1500,PETROL,AUTOMATIC,9800000
AXIO,2017,6,73000,1490,PETROL,AUTOMATIC,9800000
PREMIO,2013,10,134000,1500,PETROL,AUTOMATIC,9800000
HILUX,2007,16,150000,3000,PETROL,MANUAL,9800000
LAND CRUISER PRADO,1999,24,163000,3300,PETROL,AUTOMATIC,9800000
AXIO,2018,5,57000,1500,HYBRID,AUTOMATIC,9775000
PREMIO,2013,10,110000,1500,PETROL,AUTOMATIC,9775000
PREMIO,2014,9,85000,1500,PETROL,AUTOMATIC,9750000
PREMIO,2013,10,84000,1500,PETROL,AUTOMATIC,9700000
HIACE,2009,14,170000,2980,DIESEL,MANUAL,9700000
PREMIO,2013,10,118500,1500,PETROL,AUTOMATIC,9700000
HIACE,2007,16,300000,2800,DIESEL,MANUAL,9700000
AXIO,2017,6,110000,1500,PETROL,AUTOMATIC,9700000
HIACE,2007,16,25800,2500,DIESEL,AUTOMATIC,9700000
PREMIO,2013,10,140000,1490,PETROL,AUTOMATIC,9700000
HIACE,2007,16,25800,2500,DIESEL,AUTOMATIC,9700000
AXIO,2017,6,110000,1500,PETROL,AUTOMATIC,9700000
ALLION,2015,8,98000,1500,PETROL,AUTOMATIC,9690000
HIACE,2006,17,227400,2400,DIESEL,AUTOMATIC,9650000
HIACE,2006,17,227400,2400,DIESEL,AUTOMATIC,9650000
HIACE,2005,18,103112,1990,PETROL,AUTOMATIC,9600000
HILUX,2008,15,225000,3000,DIESEL,MANUAL,9600000
HILUX,2007,16,177000,3000,DIESEL,AUTOMATIC,9600000
HILUX,2011,12,226000,2500,DIESEL,MANUAL,9600000
AXIO,2016,7,91000,1500,HYBRID,AUTOMATIC,9600000
AXIO,2016,7,80000,1490,PETROL,AUTOMATIC,9600000
AXIO,2016,7,91000,1500,HYBRID,AUTOMATIC,9600000
HILUX,2008,15,225000,3000,PETROL,AUTOMATIC,9600000
HILUX,2011,12,226000,2500,PETROL,AUTOMATIC,9600000
AXIO,2017,6,0,1500,PETROL,AUTOMATIC,9550000
HIACE,2008,15,150000,3000,PETROL,MANUAL,9550000
HIACE,2007,16,212732,2840,DIESEL,AUTOMATIC,9500000
AXIO,2017,6,78000,1500,PETROL,AUTOMATIC,9500000
PREMIO,2013,10,86430,1500,PETROL,AUTOMATIC,9500000
HILUX,2008,15,190000,3000,DIESEL,AUTOMATIC,9500000
HIACE,2006,17,232000,2500,DIESEL,AUTOMATIC,9500000
HILUX,2012,11,35000,1500,DIESEL,MANUAL,9500000
HIACE,2006,17,114000,3000,DIESEL,AUTOMATIC,9500000
HIACE,2007,16,44331,2500,DIESEL,MANUAL,9500000
ALLION,2016,7,85000,1490,PETROL,MANUAL,9500000
PREMIO,2013,10,124000,1500,PETROL,AUTOMATIC,9500000
HILUX,2008,15,140000,2494,DIESEL,MANUAL,9500000
HIACE,2011,12,195621,2500,DIESEL,AUTOMATIC,9500000
HIACE,2005,18,156200,2500,DIESEL,AUTOMATIC,9475000
AXIO,2016,7,86800,1490,HYBRID,AUTOMATIC,9475000
PREMIO,2013,10,75400,1500,PETROL,AUTOMATIC,9425000
LAND CRUISER PRADO,1998,25,230000,3000,DIESEL,AUTOMATIC,9400000
PREMIO,2013,10,102000,1490,PETROL,AUTOMATIC,9400000
PREMIO,2013,10,102000,1490,PETROL,AUTOMATIC,9400000
LAND CRUISER PRADO,1998,25,230000,3000,DIESEL,MANUAL,9400000
PREMIO,2013,10,70000,1900,PETROL,AUTOMATIC,9375000
YARIS,2017,6,49000,1300,PETROL,AUTOMATIC,9375000
HILUX,2007,16,144000,2500,DIESEL,MANUAL,9375000
HILUX,2007,16,144000,2500,DIESEL,MANUAL,9375000
HIACE,2006,17,200000,2490,PETROL,MANUAL,9350000
AXIO,2016,7,103350,1500,PETROL,AUTOMATIC,9350000
ALLION,2013,10,90000,1200,HYBRID,AUTOMATIC,9325000
ALLION,2013,10,90000,1200,HYBRID,AUTOMATIC,9325000
ALLION,2013,10,90000,1200,PETROL,AUTOMATIC,9325000
HIACE,2007,16,252000,3000,DIESEL,MANUAL,9300000
HIACE,2006,17,5000,2400,DIESEL,MANUAL,9300000
AXIO,2015,8,88523,1500,PETROL,AUTOMATIC,9300000
AXIO,2015,8,88523,1500,PETROL,AUTOMATIC,9300000
HIACE,2006,17,5000,2400,DIESEL,AUTOMATIC,9300000
AQUA,2012,11,55445,1300,PETROL,AUTOMATIC,9277000
AQUA,2012,11,55445,1300,PETROL,AUTOMATIC,9277000
AQUA,2012,11,55445,1300,DIESEL,AUTOMATIC,9277000
HIACE,2006,17,168000,2450,DIESEL,MANUAL,9275000
PREMIO,2013,10,118500,1500,PETROL,AUTOMATIC,9275000
PREMIO,2013,10,118500,1500,DIESEL,MANUAL,9275000
AXIO,2016,7,79000,1500,HYBRID,AUTOMATIC,9250000
PRIUS,2012,11,135000,1500,HYBRID,AUTOMATIC,9250000
ALLION,2013,10,120000,1500,PETROL,AUTOMATIC,9250000
HIACE,2004,19,123456,2980,DIESEL,AUTOMATIC,9250000
PREMIO,2013,10,53000,1500,PETROL,AUTOMATIC,9250000
HIACE,2006,17,209000,2490,DIESEL,AUTOMATIC,9200000
PREMIO,2011,12,147000,1500,PETROL,AUTOMATIC,9200000
PREMIO,2013,10,98000,1500,PETROL,AUTOMATIC,9200000
LAND CRUISER,1983,40,180000,2982,DIESEL,AUTOMATIC,9200000
AXIO,2016,7,94000,1000,PETROL,AUTOMATIC,9200000
LAND CRUISER,1983,40,180000,2982,DIESEL,AUTOMATIC,9200000
PREMIO,2013,10,197200,1500,PETROL,AUTOMATIC,9175000
PREMIO,2013,10,197200,1500,DIESEL,AUTOMATIC,9175000
HIACE,2006,17,230000,2500,DIESEL,AUTOMATIC,9150000
HIACE,2006,17,230000,2500,PETROL,MANUAL,9150000
AXIO,2016,7,100000,1500,PETROL,AUTOMATIC,9100000
PREMIO,2013,10,123456,1500,DIESEL,MANUAL,9075000
PREMIO,2013,10,123456,1500,DIESEL,MANUAL,9075000
PREMIO,2011,12,140000,1500,PETROL,AUTOMATIC,9050000
VITZ,2018,5,26999,990,PETROL,AUTOMATIC,9050000
VITZ,2018,5,26999,990,DIESEL,MANUAL,9050000
PREMIO,2012,11,90420,1490,PETROL,AUTOMATIC,9000000
HIACE,2007,16,265023,2500,DIESEL,AUTOMATIC,9000000
HIACE,2008,15,260000,2490,DIESEL,MANUAL,9000000
ALLION,2012,11,138000,1500,PETROL,AUTOMATIC,9000000
PREMIO,2013,10,14000,1500,PETROL,AUTOMATIC,9000000
HIACE,2006,17,190200,2490,DIESEL,AUTOMATIC,9000000
HILUX,2007,16,160000,3000,PETROL,AUTOMATIC,9000000
LAND CRUISER PRADO,2001,22,130000,2700,PETROL,AUTOMATIC,9000000
LAND CRUISER PRADO,2001,22,130000,27000,PETROL,AUTOMATIC,9000000
HIACE,2001,22,75000,2990,DIESEL,MANUAL,9000000
HIACE,2001,22,270000,2490,DIESEL,AUTOMATIC,9000000
RAV4,2014,9,124898,2360,PETROL,TIPTRONIC,9000000
VITZ,2019,4,20000,1329,PETROL,AUTOMATIC,9000000
HIACE,2002,21,270000,2490,DIESEL,AUTOMATIC,9000000
HIACE,2007,16,55000,2950,DIESEL,AUTOMATIC,9000000
HIACE,2000,23,32154,3000,DIESEL,MANUAL,9000000
LAND CRUISER PRADO,2001,22,132000,2700,PETROL,AUTOMATIC,9000000
HIACE,2000,23,32154,3000,DIESEL,MANUAL,9000000
HIACE,2007,16,55000,2950,DIESEL,AUTOMATIC,9000000
HIACE,2001,22,75000,2990,DIESEL,MANUAL,9000000
HIACE,2002,21,270000,2490,PETROL,AUTOMATIC,9000000
VITZ,2019,4,20000,1329,PETROL,MANUAL,9000000
RAV4,2014,9,124898,2360,PETROL,AUTOMATIC,9000000
HIACE,2001,22,270000,2490,PETROL,AUTOMATIC,9000000
PREMIO,2014,9,84000,1500,PETROL,AUTOMATIC,8990000
AXIO,2016,7,90000,1500,PETROL,AUTOMATIC,8990000
PREMIO,2012,11,150000,1498,PETROL,AUTOMATIC,8925000
ALLION,2014,9,105000,1500,PETROL,AUTOMATIC,8900000
PREMIO,2012,11,130000,1500,PETROL,AUTOMATIC,8900000
HILUX,2008,15,119000,3000,DIESEL,MANUAL,8900000
HILUX,2008,15,119000,3000,DIESEL,MANUAL,8900000
HIACE,2005,18,168598,2660,DIESEL,MANUAL,8850000
HILUX,2010,13,183000,2500,DIESEL,MANUAL,8850000
PREMIO,2011,12,145000,1500,PETROL,AUTOMATIC,8850000
HILUX,2010,13,183000,2500,DIESEL,MANUAL,8850000
HILUX,2008,15,174000,3000,DIESEL,MANUAL,8800000
AXIO,2015,8,88000,1500,PETROL,AUTOMATIC,8800000
AXIO,2017,6,108000,1500,HYBRID,AUTOMATIC,8800000
HIACE,2004,19,44331,2660,PETROL,MANUAL,8800000
AXIO,2016,7,91000,1200,HYBRID,AUTOMATIC,8800000
AXIO,2012,11,73650,1329,PETROL,MANUAL,8800000
HIACE,2008,15,54331,2490,DIESEL,MANUAL,8800000
HIACE,2000,23,304512,3000,DIESEL,MANUAL,8800000
AXIO,2015,8,93800,1500,PETROL,AUTOMATIC,8800000
HIACE,2008,15,54331,2490,PETROL,MANUAL,8800000
PREMIO,2010,13,102000,1490,PETROL,AUTOMATIC,8750000
HIACE,2006,17,150000,3000,DIESEL,MANUAL,8700000
PREMIO,2013,10,165000,1500,PETROL,AUTOMATIC,8700000
HIACE,2007,16,200000,3000,DIESEL,AUTOMATIC,8700000
PREMIO,2010,13,88000,1500,HYBRID,AUTOMATIC,8700000
ALLION,2011,12,173700,1490,PETROL,AUTOMATIC,8700000
HIACE,2007,16,84000,2450,DIESEL,MANUAL,8700000
HIACE,2007,16,200000,3000,HYBRID,AUTOMATIC,8700000
ALLION,2011,12,173700,1490,PETROL,MANUAL,8700000
PREMIO,2010,13,88000,1500,PETROL,AUTOMATIC,8700000
HIACE,2000,23,159000,3000,DIESEL,MANUAL,8650000
ALLION,2012,11,110000,1500,PETROL,AUTOMATIC,8650000
PREMIO,2010,13,138000,1500,PETROL,AUTOMATIC,8650000
ALLION,2011,12,290000,1800,PETROL,AUTOMATIC,8650000
ALLION,2003,20,103215,1496,PETROL,AUTOMATIC,8650000
ALLION,2003,20,103215,1496,PETROL,AUTOMATIC,8650000
ALLION,2011,12,290000,1800,PETROL,AUTOMATIC,8650000
AXIO,2016,7,81000,1500,PETROL,AUTOMATIC,8600000
HILUX,2007,16,99000,2900,PETROL,AUTOMATIC,8600000
HIACE,2005,18,260000,2490,DIESEL,MANUAL,8600000
HIACE,1999,24,75000,2000,DIESEL,AUTOMATIC,8600000
AXIO,2016,7,108000,1500,PETROL,AUTOMATIC,8600000
HIACE,2005,18,260000,2490,PETROL,MANUAL,8600000
HIACE,2007,16,187000,2500,DIESEL,MANUAL,8590000
PREMIO,2010,13,103000,1500,PETROL,AUTOMATIC,8590000
PREMIO,2010,13,103000,1500,HYBRID,AUTOMATIC,8590000
AXIO,2015,8,85000,1500,HYBRID,AUTOMATIC,8575000
HILUX,2011,12,45000,2500,DIESEL,MANUAL,8550000
PREMIO,2010,13,115700,1800,PETROL,AUTOMATIC,8550000
PREMIO,2010,13,135000,1500,PETROL,AUTOMATIC,8550000
ALLION,2011,12,124000,1500,PETROL,AUTOMATIC,8550000
ALLION,2011,12,124000,1500,PETROL,AUTOMATIC,8550000
PREMIO,2010,13,135000,1500,PETROL,AUTOMATIC,8550000
PREMIO,2010,13,135000,1500,PETROL,MANUAL,8550000
PREMIO,2010,13,115700,1800,HYBRID,TIPTRONIC,8550000
ALLION,2013,10,129000,1500,PETROL,AUTOMATIC,8525000
ROOMY,2017,6,50000,1000,PETROL,AUTOMATIC,8500000
HILUX,2019,4,850000,2800,DIESEL,AUTOMATIC,8500000
PRIUS,2014,9,84500,1800,PETROL,AUTOMATIC,8500000
HIACE,2006,17,285000,2500,DIESEL,MANUAL,8500000
LAND CRUISER PRADO,1997,26,290000,3000,DIESEL,AUTOMATIC,8500000
HIACE,2005,18,255000,2490,DIESEL,MANUAL,8500000
HARRIER,2008,15,152000,3300,PETROL,AUTOMATIC,8500000
VITZ,2017,6,21588,178,PETROL,AUTOMATIC,8500000
HILUX,2007,16,286000,2500,DIESEL,MANUAL,8500000
VITZ,2018,5,41000,990,PETROL,AUTOMATIC,8500000
HIACE,2006,17,130000,3000,DIESEL,MANUAL,8500000
ALLION,2012,11,134000,1500,HYBRID,AUTOMATIC,8500000
PREMIO,2010,13,120000,1600,PETROL,AUTOMATIC,8500000
HILUX,2011,12,175000,2500,DIESEL,MANUAL,8500000
AXIO,2015,8,128000,1500,PETROL,AUTOMATIC,8500000
VITZ,2019,4,47000,1000,PETROL,AUTOMATIC,8500000
HIACE,2006,17,240000,2490,DIESEL,MANUAL,8500000
AXIO,2015,8,124000,1500,HYBRID,AUTOMATIC,8500000
AXIO,2016,7,102300,1490,PETROL,AUTOMATIC,8500000
AXIO,2015,8,145000,1500,HYBRID,AUTOMATIC,8500000
AXIO,2015,8,128000,1500,PETROL,AUTOMATIC,8500000
HILUX,2011,12,175000,2500,DIESEL,MANUAL,8500000
PREMIO,2010,13,120000,1600,PETROL,AUTOMATIC,8500000
ALLION,2012,11,134000,1500,HYBRID,AUTOMATIC,8500000
HIACE,2006,17,130000,3000,DIESEL,TIPTRONIC,8500000
PRIUS,2015,8,116115,1800,HYBRID,AUTOMATIC,8490000
VITZ,2019,4,79000,1000,PETROL,AUTOMATIC,8475000
VITZ,2019,4,40000,1000,PETROL,AUTOMATIC,8475000
VITZ,2019,4,79000,1000,PETROL,AUTOMATIC,8475000
HIACE,1999,24,350000,2980,DIESEL,MANUAL,8450000
HILUX,2007,16,15000,3000,DIESEL,AUTOMATIC,8450000
AXIO,2016,7,91000,1500,HYBRID,AUTOMATIC,8450000
VITZ,2019,4,58000,1000,PETROL,AUTOMATIC,8450000
VITZ,2019,4,58000,1000,PETROL,AUTOMATIC,8450000
AXIO,2016,7,91000,1500,PETROL,AUTOMATIC,8450000
PREMIO,2009,14,87000,1500,PETROL,AUTOMATIC,8440000
PREMIO,2009,14,87000,1500,PETROL,AUTOMATIC,8440000
AXIO,2016,7,110000,1500,HYBRID,AUTOMATIC,8400000
VITZ,2019,4,48000,1000,PETROL,AUTOMATIC,8400000
VITZ,2019,4,48000,1000,PETROL,MANUAL,8400000
PREMIO,2010,13,103000,1500,PETROL,AUTOMATIC,8390000
VITZ,2019,4,49000,1000,PETROL,AUTOMATIC,8390000
HIACE,1999,24,200000,2980,DIESEL,AUTOMATIC,8350000
PRIUS,2014,9,99000,1800,HYBRID,AUTOMATIC,8350000
HIACE,2004,19,235000,2500,PETROL,AUTOMATIC,8350000
PRIUS,2012,11,125000,1790,HYBRID,AUTOMATIC,8350000
HIACE,2006,17,300000,2800,DIESEL,MANUAL,8350000
AXIO,2016,7,78000,1500,PETROL,AUTOMATIC,8300000
HIACE,2006,17,120000,2800,DIESEL,MANUAL,8300000
HARRIER,2008,15,46000,1700,PETROL,AUTOMATIC,8300000
LAND CRUISER PRADO,1987,36,283000,3000,DIESEL,AUTOMATIC,8300000
HARRIER,2008,15,46000,1700,PETROL,AUTOMATIC,8300000
HIACE,2006,17,120000,2800,DIESEL,MANUAL,8300000
AXIO,2016,7,126000,1490,DIESEL,MANUAL,8300000
VITZ,2018,5,37999,1000,PETROL,AUTOMATIC,8290000
HIACE,2008,15,189999,3000,DIESEL,MANUAL,8275000
PRIUS,2013,10,177000,1790,HYBRID,AUTOMATIC,8275000
